,so_ky_hieu,ngay_ban_hanh,trich_yeu,hieu_luc,pdf
3095,2034/QĐ-UBND,28/07/2017,"về việc cho phép doanh nghiệp tư nhân thuận thuận phát chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê  tại phường thạnh phước, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2143/2034-QD.signed.pdf
3096,2028/QĐ-UBND,27/07/2017,về việc phân loại đường để tính giá cước năm 2017,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2142/2028Q%C4%90-UBND.signed.pdf
3097,1968/QĐ-UBND,24/07/2017,"về việc cho phép công ty tnhh mdf tín phát chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê tại xã tân hiệp, huyện phú giáo",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2140/1968-QD.signed.pdf
3098,1967/QĐ-UBND,24/07/2017,"về việc thu hồi đất của cơ sở gốm sứ lý càng đinh, giao ủy ban nhân dân thị xã thuận an xem xét cấp giấy chứng nhận quyền sử dụng đất cho ông lý lập tại phường lái thiêu, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2141/1967-QD.signed.pdf
3099,85/TB-UBND,21/07/2017,chương trình làm việc tháng 8/2017 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2129/85-TB.signed.pdf
3100,1959/QĐ-UBND,21/07/2017," về việc cho phép công ty cổ phần trung thành thuê đất với hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê để xây dựng văn phòng làm việc tại phường an phú, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2139/1959-QD.signed.pdf
3101,1939/QĐ-UBND,20/07/2017,"về việc thu hồi đất của ban tổ chức tỉnh uỷ, uỷ ban kiểm tra tỉnh uỷ, nhà khách tỉnh uỷ và văn phòng tỉnh uỷ cho công ty tnhh một thành viên đầu tư và quản lý dự án bình dương thuê đất để sử dụng với mục đích đất thương mại, dịch vụ tại phường phú cường, thành phố thủ dầu một",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2130/1939-QD.signed.pdf
3102,3009/KH-UBND,19/07/2017,"thực hiện biện pháp bảo đảm bình đẳng giới đối với nữ cán bộ, công chức, viên chức tỉnh bình dương giai đoạn 2016 - 2020",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2128/3009-KH.signed.pdf
3103,14/CT-UBND,19/07/2017," về việc triển khi chỉ thị số 24/ct-ttg ngày 02/6/2017 của thủ tướng chính phủ về các nhiệm vụ, giải pháp chủ yếu thúc đẩy tăng trưởng các ngành, lĩnh vực nhằm thực hiện mục tiêu tăng trưởng kinh tế năm 2017",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2127/14-CT.signed.pdf
3104,1917/QĐ-UBND,18/07/2017,"về việc giao đất (đợt 4) cho tổng công ty đầu tư và phát triển công nghiệp - tnhh một thành viên để thực hiện dự án khu dân cư ấp 5c tại phường thới hòa, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2124/1917-QD.signed.pdf
3105,1916/QĐ-UBND,18/07/2017," về việc cho phép công ty tnhh hoàng trúc my được sử dụng đất để thực hiện dự án khu nhà ở 22 tháng 12 tại phường thuận giao, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2125/1916-QD.signed.pdf
3106,1915/QĐ-UBND,18/07/2017,"về việc giao đất không thu tiền sử dụng đất cho ủy ban nhân dân xã đất cuốc, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2123/1915-QD.signed.pdf
3107,13/CT-UBND,18/07/2017,"về việc tiếp tục thực hiện nghiêm túc hoạt động công vụ tại các cơ quan, đơn vị và địa phương trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2122/13-CT.signed.pdf
3108,1918/QĐ-UBND,18/07/2017,về việc điều chỉnh điều 2 tại quyết định 3327/qđ-ubnd ngày 02/12/2016 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2126/1918-QD.signed.pdf
3109,1917/QĐ-UBND,18/07/2017,"về việc giao đất (đợt 4) cho tổng công ty đầu tư và phát triển công nghiệp - tnhh một thành viên để thực hiện dự án khu dân cư ấp 5c tại phường thới hòa, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2124/1917-QD.signed.pdf
3110,1916/QĐ-UBND,18/07/2017," về việc cho phép công ty tnhh hoàng trúc my được sử dụng đất để thực hiện dự án khu nhà ở 22 tháng 12 tại phường thuận giao, thị xã thuận an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2125/1916-QD.signed.pdf
3111,1915/QĐ-UBND,18/07/2017,"về việc giao đất không thu tiền sử dụng đất cho ủy ban nhân dân xã đất cuốc, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2123/1915-QD.signed.pdf
3112,13/CT-UBND,18/07/2017,"về việc tiếp tục thực hiện nghiêm túc hoạt động công vụ tại các cơ quan, đơn vị và địa phương trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2122/13-CT.signed.pdf
3113,2991/KH-UBND,17/07/2017,"triển khai thực hiện nhiệm vụ phòng, chống mại dâm năm 2017",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2121/2991-KH.signed.pdf
3114,2950/UBND-NC,17/07/2017,về việc tăng cường công tác phòng cháy và chữa cháy rừng.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2120/2950-NC.signed.pdf
3115,2935/KH-UBND,17/07/2017,"thực hiện chỉ thị số 11/ct-ttg về việc đẩy mạnh giáo dục đạo đức, lối sống trong gia đình",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2118/2935-KH.signed.pdf
3116,1891/QĐ-UBND,17/07/2017,"bổ sung định mức xe ô tô chuyên dùng trang bị cho các cơ quan, tổ chức, đơn vị, ban quản lý dự án trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2119/1891-QD.signed.pdf
3117,1854/QĐ-UBND,17/07/2017,"về việc cho phép công ty tnhh một thành viên tuyền minh được chuyển mục đích sử dụng đất tại xã lai hưng, huyện bàu bàng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2108/1854-QD.signed.pdf
3118,1791/QĐ-UBND,17/07/2017,"về việc giải thể trung tâm ngoại ngữ, bồi dưỡng văn hóa và luyện thi đại học âu việt",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2112/1791-QD.signed_3.pdf
3119,12/CT-UBND,17/07/2017,"về việc  triển khai thực hiện chỉ thị số 23/ct-ttg ngày 26/5/2017 của thủ tướng chính phủ về thực hiện nghiêm quy định số lượng, cơ cấu và quy trình, thủ tục bầu, từ chức, miễn nhiệm, bãi nhiệm, điều động, cách chức thành viên ủy ban nhân dân các cấp trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2117/12-CT.signed.pdf
3120,1879/QĐ-UBND,13/07/2017,"về việc cho phép công ty tnhh một thành viên gạch tuynel thanh phong được chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp theo hình thức nhà nước cho thuê đất thu tiền một lần cho cả thời gian thuê tại xã vĩnh hòa, huyện phú giáo",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2116/1879-QD.signed.pdf
3121,1878/QĐ-UBND,13/07/2017,"về việc cho phép công ty tnhh sản xuất thương mại tiến tuấn được chuyển mục đích sử dụng đất từ đất nông nghiệp sang đất cơ sở sản xuất phi nông nghiệp với hình thức nhà nước cho thuê đất thu tiền thuê đất hàng năm tại xã an điền, thị xã bến cát",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2115/1878-QD.signed.pdf
3122,04/NQ-HĐND,13/07/2017,về chương trình giám sát của hội đồng nhân dân tỉnh năm 2018,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2114/NQ04-chuongtrinhgsnam2018-17.PDF.signed.pdf
3123,1856/QĐ-UBND,10/07/2017,"về việc cho phép công ty cổ phần nước - môi trường bình dương được chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất thủy lợi với hình thức nhà nước cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê tại xã trừ văn thố, huyện bàu bàng",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2111/1856-QD.signed.pdf
3124,1855/QĐ-UBND,10/07/2017,"về việc cho phép công ty tnhh một thành viên hưng kim phú được chuyển mục đích sử dụng đất từ đất trồng cây lâu năm sang đất cơ sở sản xuất phi nông nghiệp với hình thức nhà nước cho thuê đất thu tiền thuê đất một lần cho cả thời gian thuê tại phường tân phước khánh, thị xã tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2109/1855-QD.signed.pdf
3125,1853/QĐ-UBND,10/07/2017,"về việc thu hồi đất của trường mẫu giáo thường tân, giao đất cho cảnh sát phòng cháy và chữa cháy tỉnh tại xã thường tân, huyện bắc tân uyên",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2110/1853-QD.signed.pdf
3126,1823/QĐ-UBND,10/07/2017,"về việc công bố thủ tục hành chính mới; thủ tục hành chính sửa đổi; thủ tục hành chính bãi bỏ thuộc thẩm quyền giải quyết của sở lao động, thương binh và xã hội; ủy ban nhân dân cấp xã trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2113/1823A-QD.signed.pdf
3127,2814/KH-UBND,07/07/2017,"tăng cường ứng dụng công nghệ thông tin trong quản lý và hỗ trợ các hoạt động dạy - học, nghiên cứu khoa học góp phần nâng cao chất lượng giáo dục và đào tạo giai đoạn 2016-2020, định hướng đến năm 2025",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2107/2814-KH.signed.pdf
3128,1819/QĐ-UBND,07/07/2017,ban hành kế hoạch triển khai đề án “phòng ngừa và ứng phó với bạo lực trên cơ sở giới tỉnh bình dương giai đoạn 2017 – 2020 và tầm nhìn đến năm 2030,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2106/1819-QD.signed.pdf
3129,1780/QĐ-UBND,06/07/2017,"về việc cho phép công ty tnhh đầu tư và phát triển lê phong được chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở thu nhập thấp tân bình (giai đoạn 2) tại phường tân bình, thị xã dĩ an",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2105/1780-QD.signed.pdf
3130,1766/QĐ-UBND,04/07/2017,"ban hành kế hoạch theo dõi tình hình thi hành pháp luật về đăng ký thế chấp quyền sử dụng đất, tài sản gắn liền với đất trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2102/1766Q%C4%90-UBND.signed.pdf
3131,11/CT-UBND,03/07/2017,chỉ thị v/v tăng cường công tác vận động hiến máu tình nguyện năm 2017,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2101/11-CT.signed.pdf
3132,1732/QĐ-UBND,30/06/2017,ban hành nội quy phòng cháy chữa cháy tòa nhà trung tâm hành chính tỉnh bình dương,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2103/1732Q%C4%90-UBND.signed.pdf
3133,1717/QĐ-UBND,30/06/2017,"về việc công bố bổ sung, sửa đổi và bãi bỏ thủ tục hành chính thuộc thẩm quyền giải quyết của sở giao thông vận tải/ đơn vị khác trên địa bàn tỉnh bình dương",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/2104/1717a-QD.signed.pdf
